@relation R_data_frame

@attribute APL numeric
@attribute thickness numeric
@attribute bending numeric
@attribute tilt numeric
@attribute zorder numeric
@attribute compress numeric

@data
0.736911,3.628972686,10.0802,14.7578,0.175499,24.18218427
0.746226,3.596991408,10.1403,14.3075,0.172084,24.32494896
