APL,thickness,bending,tilt,zorder,compress,sterol.present,tails,sterol.conc
0.665091,4.007541,15.6748,23.7702,0.323473,50.823359,yes,PO,20
0.672634,3.98236,15.1453,22.358,0.311959,46.509308,yes,PO,20
0.666945,3.995256,15.4509,23.5702,0.320328,48.908227,yes,PO,20
0.733714,3.750178,11.1785,15.2386,0.22938,23.111204,yes,PO,20
0.741503,3.722713,11.1241,14.925,0.222831,22.149464,yes,PO,20
0.730946,3.759645,11.1343,15.3432,0.231321,23.4172,yes,PO,20
0.703156,3.852122,12.1897,17.9747,0.255112,25.730107,yes,PO,20
0.712597,3.824471,11.9494,17.0383,0.246373,24.881124,yes,PO,20
0.723299,3.784137,11.5333,16.0191,0.238004,23.100883,yes,PO,20
0.716801,3.807801,11.6926,16.6304,0.24277,24.2413,yes,PO,20
0.623021,4.270976,28.1057,39.3607,0.476007,44.148009,yes,DP,20
0.623413,4.275359,27.5253,38.3984,0.474909,45.29095,yes,DP,20
0.627163,4.253128,27.0576,37.2881,0.464252,44.330962,yes,DP,20
0.627744,4.256406,26.8415,37.1247,0.462719,40.89185,yes,DP,20
0.638981,4.188756,24.7351,32.9739,0.432913,38.361975,yes,DP,20
0.639955,4.185347,24.465,32.5357,0.430912,36.924313,yes,DP,20
0.61499,4.322377,30.1088,43.1844,0.501195,50.409679,yes,DP,20
0.615578,4.318672,29.9655,42.1695,0.498298,47.061555,yes,DP,20
0.60705,4.362342,32.2769,46.885,0.524931,53.716736,yes,DP,20
0.607744,4.357631,32.1765,46.6418,0.524093,50.037872,yes,DP,20
0.527456,4.852709,100.413,176.447,0.870812,180.601766,yes,DP,20
0.543862,4.754303,70.4037,143.953,0.801432,5.764498,yes,DP,20
0.536893,4.804566,84.359,169.769,0.837406,207.895155,yes,DP,20
0.603551,4.385944,33.4503,49.0656,0.537635,53.62584,yes,DP,20
0.803134,3.54958,10.0583,13.2363,0.175033,22.846771,yes,PI,30
0.78851,3.610938,10.0333,13.8329,0.178862,25.343017,yes,PI,30
0.770019,3.678272,9.9875,14.4186,0.184751,24.650866,yes,PI,30
0.792216,3.59619,10.0914,13.5147,0.177652,24.120363,yes,PI,30
0.765278,3.697127,10.0888,14.7892,0.186655,24.062279,yes,PI,30
0.75328,3.753942,10.0222,15.1801,0.190623,25.153075,yes,PI,30
0.778968,3.640449,10.0496,14.1826,0.183475,24.141755,yes,PI,30
0.755312,3.751686,10.8361,15.9955,0.226273,32.226749,yes,DO,30
0.774133,3.67958,10.5716,14.558,0.213617,32.077649,yes,DO,30
0.76734,3.710193,10.8385,15.1425,0.218031,32.20077,yes,DO,30
0.7448,3.788476,11.1223,16.7339,0.233234,31.347714,yes,DO,30
0.759183,3.737264,10.9065,15.6112,0.222697,31.733223,yes,DO,30
0.776363,3.666044,10.6917,14.523,0.213678,31.934587,yes,DO,30
0.785293,3.633159,10.5767,14.2535,0.20694,30.017052,yes,DO,30
0.795393,3.652123,10.5342,13.5683,0.221355,18.143568,yes,PO,30
0.750123,3.832345,11.3948,16.5401,0.252375,21.307624,yes,PO,30
0.782321,3.701723,10.7966,14.074,0.230698,19.825589,yes,PO,30
0.762546,3.780988,11.1409,15.6549,0.243002,20.675752,yes,PO,30
0.76631,3.766308,11.0814,15.3336,0.23988,20.113514,yes,PO,30
0.786768,3.689775,10.8755,13.8858,0.226537,18.04219,yes,PO,30
0.774808,3.735126,11.0807,14.712,0.236591,19.547091,yes,PO,30
0.806926,3.53151,8.12472,11.9097,0.081315,18.961489,yes,DI,30
0.829885,3.449956,7.94773,11.2196,0.076374,20.170978,yes,DI,30
0.788202,3.595676,8.10898,12.5586,0.087635,18.365228,yes,DI,30
0.839596,3.418154,8.14597,10.8638,0.071584,21.179696,yes,DI,30
0.80149,3.548732,7.95676,11.8806,0.083118,19.047309,yes,DI,30
0.825075,3.465092,8.1889,11.4418,0.077174,20.616871,yes,DI,30
0.815573,3.495761,7.93297,11.613,0.079328,19.739203,yes,DI,30
0.824551,3.446688,7.73301,10.7799,0.071556,15.713455,yes,DI,30
0.852272,3.349419,7.58953,10.1569,0.066954,16.340721,yes,DI,30
0.798705,3.547625,7.62882,11.7601,0.077511,13.607966,yes,DI,30
0.865601,3.306819,7.88297,9.89382,0.060718,16.211763,yes,DI,30
0.817736,3.470527,7.55093,10.8986,0.073795,15.059964,yes,DI,30
0.847013,3.366719,7.77027,10.1747,0.066928,16.533627,yes,DI,30
0.836953,3.4006,7.60304,10.6003,0.069824,15.942075,yes,DI,30
0.816867,3.555887,9.872,12.1743,0.204385,14.898516,yes,PO,30
0.760169,3.769122,10.759,15.0897,0.23135,17.411292,yes,PO,30
0.799962,3.611979,10.2032,13.0092,0.21352,15.351461,yes,PO,30
0.775559,3.709525,10.4182,14.0179,0.224944,16.572449,yes,PO,30
0.779815,3.689473,10.4783,13.9,0.224025,16.803189,yes,PO,30
0.805102,3.600442,10.0887,12.8505,0.210917,15.638145,yes,PO,30
0.790652,3.653654,10.1951,13.4369,0.217447,16.049013,yes,PO,30
0.624076,4.485527,42.9172,66.1808,0.618082,98.266108,yes,DP,30
0.624464,4.48046,42.6145,64.3973,0.617502,85.445064,yes,DP,30
0.630868,4.465688,40.3126,57.7681,0.592729,97.883704,yes,DP,30
0.631524,4.464022,40.1366,57.6952,0.591659,81.586883,yes,DP,30
0.632444,4.462875,39.4378,56.8765,0.586805,98.308015,yes,DP,30
0.632873,4.47044,39.3709,57.1573,0.586382,82.448873,yes,DP,30
0.62172,4.480528,44.1861,66.701,0.627836,102.94736,yes,DP,30
0.622589,4.482735,43.8706,65.6666,0.624762,82.060101,yes,DP,30
0.627588,4.47218,41.6414,60.9471,0.606252,100.266691,yes,DP,30
0.627935,4.475363,41.4234,61.0187,0.60591,87.037357,yes,DP,30
0.636624,4.462309,38.0704,54.5165,0.57175,91.424134,yes,DP,30
0.637235,4.464053,37.8403,53.4197,0.570999,77.240079,yes,DP,30
0.599151,4.58899,59.6666,111.555,0.730131,33.325547,yes,DP,30
0.615709,4.507752,47.3091,74.2149,0.651421,82.396129,yes,DP,30
0.76097,3.787425,10.99,15.7711,0.199118,38.566846,yes,PI,30
0.752016,3.800443,11.3085,16.2919,0.203255,39.611639,yes,PI,30
0.74123,3.828124,11.1001,17.1435,0.208031,39.352647,yes,PI,30
0.730244,3.863468,11.4412,17.8937,0.214005,39.397028,yes,PI,30
0.747366,3.810949,11.3108,16.6508,0.205927,39.346521,yes,PI,30
0.807135,3.604319,10.2147,12.8542,0.211482,16.396819,yes,PO,30
0.755564,3.804879,11.2896,15.6442,0.240171,19.297773,yes,PO,30
0.791725,3.660213,10.4931,13.386,0.22076,16.707424,yes,PO,30
0.769709,3.745326,10.8538,14.7773,0.232462,18.675738,yes,PO,30
0.774624,3.727373,10.7152,14.5892,0.231149,17.983445,yes,PO,30
0.795614,3.647803,10.442,13.3103,0.218636,16.810372,yes,PO,30
0.782959,3.693438,10.4868,13.8564,0.225582,18.160668,yes,PO,30
0.81805,3.478363,9.74871,12.2344,0.167171,19.602362,yes,PI,30
0.800628,3.552155,9.66097,12.8234,0.170585,20.396952,yes,PI,30
0.780053,3.628987,9.29619,13.4166,0.175328,19.871561,yes,PI,30
0.807029,3.527017,9.64754,12.6584,0.169552,20.714411,yes,PI,30
0.774243,3.654887,9.73905,13.6387,0.174451,20.106708,yes,PI,30
0.758653,3.719163,9.72892,14.4825,0.178974,19.396772,yes,PI,30
0.791637,3.58017,9.60857,12.962,0.173504,21.384584,yes,PI,30
0.709167,4.04009,17.9213,25.1804,0.367214,26.118729,yes,DP,30
0.726727,3.953009,16.8193,22.385,0.340403,22.201301,yes,DP,30
0.732646,3.924314,16.4116,21.3031,0.331876,20.922275,yes,DP,30
0.704126,4.054301,18.6349,26.1539,0.374935,27.960841,yes,DP,30
0.717875,3.989267,17.2569,23.6487,0.354132,23.792351,yes,DP,30
0.747125,3.866342,15.2088,19.3203,0.312489,18.031613,yes,DP,30
0.689785,4.123124,20.3321,29.3073,0.401868,32.224367,yes,DP,30
0.812934,3.515117,9.80471,12.5659,0.169966,21.904905,yes,PI,30
0.795179,3.571757,9.88653,13.294,0.174637,22.598505,yes,PI,30
0.776008,3.651074,9.94786,13.8009,0.179777,22.675367,yes,PI,30
0.800149,3.555821,10.0325,13.0356,0.172997,21.432503,yes,PI,30
0.771541,3.671194,9.82918,14.0879,0.181289,22.693239,yes,PI,30
0.75519,3.742241,10.0034,14.8216,0.185897,21.807771,yes,PI,30
0.785694,3.614031,9.88244,13.4735,0.175451,22.118525,yes,PI,30
0.679572,4.219862,23.2745,33.2632,0.438052,44.322938,yes,DP,30
0.689984,4.187715,21.6971,30.5496,0.415488,40.673298,yes,DP,30
0.692309,4.177458,21.596,29.5392,0.410826,38.003185,yes,DP,30
0.676789,4.229294,23.6881,34.2112,0.445448,46.484156,yes,DP,30
0.684821,4.206189,22.5884,31.7705,0.428449,40.904413,yes,DP,30
0.698479,4.157743,20.8909,28.249,0.398602,35.897326,yes,DP,30
0.669286,4.252689,25.0156,36.8106,0.463372,51.128754,yes,DP,30
0.672908,4.256446,24.8915,36.0412,0.45609,52.140585,yes,DP,30
0.68152,4.237055,23.6584,33.117,0.436379,46.913473,yes,DP,30
0.683791,4.23372,23.0113,31.9711,0.429496,46.622739,yes,DP,30
0.671132,4.262729,25.1127,36.6149,0.462692,53.468205,yes,DP,30
0.677814,4.244166,23.979,34.7185,0.444203,49.295267,yes,DP,30
0.689238,4.228855,22.301,30.513,0.417849,43.127231,yes,DP,30
0.664872,4.272364,26.272,39.0553,0.476556,58.49684,yes,DP,30
0.793473,3.602209,10.2771,13.7166,0.181208,27.511169,yes,PI,30
0.779834,3.657003,10.2295,14.3349,0.185373,26.222457,yes,PI,30
0.763143,3.71685,10.5434,15.1002,0.190364,26.829452,yes,PI,30
0.783082,3.639112,10.4814,14.2723,0.183448,26.365597,yes,PI,30
0.759737,3.733169,10.4281,15.024,0.192511,25.895011,yes,PI,30
0.748345,3.782117,10.5186,16.0814,0.19488,27.419829,yes,PI,30
0.772527,3.683659,10.2831,14.6736,0.188707,26.874973,yes,PI,30
0.74592,3.819185,13.3069,17.8858,0.280055,34.934613,yes,PO,30
0.706899,3.990932,15.1193,22.3473,0.327037,41.981754,yes,PO,30
0.73368,3.867548,13.7297,19.167,0.294769,35.024871,yes,PO,30
0.716948,3.943362,14.3736,21.0995,0.312519,40.33871,yes,PO,30
0.720215,3.927257,14.1447,20.5503,0.308288,38.700914,yes,PO,30
0.737099,3.857161,13.6548,18.5182,0.289317,37.265684,yes,PO,30
0.727463,3.90123,14.0673,19.6594,0.301163,38.618009,yes,PO,30
0.816166,3.489246,7.88582,11.0948,0.078371,16.843893,yes,DI,30
0.840463,3.398279,7.65735,10.5725,0.072117,18.242321,yes,DI,30
0.794704,3.568217,7.89143,12.0661,0.082563,16.419371,yes,DI,30
0.851804,3.365294,7.8647,10.2092,0.067064,18.792675,yes,DI,30
0.809437,3.514178,7.73114,11.5233,0.078867,17.717032,yes,DI,30
0.837403,3.411085,7.92272,10.8626,0.072488,18.23558,yes,DI,30
0.826043,3.448057,7.83728,10.9429,0.073693,17.160495,yes,DI,30
0.772036,3.707852,10.6251,15.0315,0.192808,33.020574,yes,PI,30
0.761099,3.751366,10.8461,15.766,0.198427,33.925024,yes,PI,30
0.748472,3.787418,10.9665,16.3252,0.201767,35.214004,yes,PI,30
0.765048,3.740227,10.8495,15.2981,0.195147,32.789749,yes,PI,30
0.745248,3.810866,10.9285,16.4001,0.203166,36.665423,yes,PI,30
0.736049,3.836277,11.3224,17.4417,0.20766,36.30811,yes,PI,30
0.75658,3.769355,10.7613,15.9141,0.198187,34.149516,yes,PI,30
0.703989,4.06972,19.1614,26.6863,0.379144,27.557771,yes,DP,30
0.72132,3.991815,17.3138,23.0528,0.350273,23.329343,yes,DP,30
0.725723,3.971238,16.9945,22.6317,0.344372,22.899417,yes,DP,30
0.699783,4.092601,19.3846,27.1749,0.386471,29.760605,yes,DP,30
0.713795,4.027602,17.7187,24.7734,0.361187,25.732833,yes,DP,30
0.740223,3.907776,15.7576,20.1084,0.322777,19.606616,yes,DP,30
0.688076,4.146424,20.8309,29.8701,0.408291,33.224432,yes,DP,30
0.698337,4.100709,19.957,27.8295,0.392123,30.914366,yes,DP,30
0.714539,4.034917,18.4672,24.5458,0.364039,26.383585,yes,DP,30
0.718505,4.016243,18.0385,24.246,0.356499,25.347843,yes,DP,30
0.693899,4.122474,20.3433,29.131,0.401168,31.646214,yes,DP,30
0.707346,4.072815,19.1161,26.0795,0.374649,28.729386,yes,DP,30
0.729667,3.970173,16.9987,22.2164,0.340063,22.8788,yes,DP,30
0.682696,4.177631,21.555,31.7821,0.423025,35.722965,yes,DP,30
0.770025,3.688919,12.1525,15.4688,0.253996,26.540764,yes,PO,30
0.718015,3.919765,13.8024,20.2148,0.300489,32.823511,yes,PO,30
0.753435,3.763256,12.4456,16.7197,0.26637,28.049538,yes,PO,30
0.732195,3.853793,13.1047,18.6461,0.285771,31.432205,yes,PO,30
0.736483,3.837189,13.0555,18.2366,0.280239,30.224819,yes,PO,30
0.758003,3.7408,12.4661,16.6911,0.263694,27.728338,yes,PO,30
0.745439,3.793183,12.8045,17.4091,0.273175,29.738872,yes,PO,30
0.783461,3.718755,10.9897,14.4441,0.232038,19.945966,yes,PO,30
0.743328,3.864023,11.9467,17.2384,0.260433,25.193074,yes,PO,30
0.770978,3.760419,11.0115,15.113,0.242294,21.951586,yes,PO,30
0.755074,3.819363,11.5822,16.1161,0.252754,22.945384,yes,PO,30
0.757879,3.81544,11.5034,15.9636,0.251165,23.264867,yes,PO,30
0.774745,3.749212,11.2369,14.7648,0.237558,21.650388,yes,PO,30
0.765573,3.781799,11.3528,15.4347,0.244996,22.332059,yes,PO,30
0.686267,4.184914,21.9053,31.385,0.422549,40.233996,yes,DP,30
0.698133,4.137054,20.5493,28.3118,0.398157,34.323951,yes,DP,30
0.701654,4.120652,20.3426,27.7242,0.391415,34.083582,yes,DP,30
0.683179,4.193248,22.4909,32.1954,0.4279,39.87847,yes,DP,30
0.691549,4.155573,21.3543,30.0149,0.411898,35.85581,yes,DP,30
0.708749,4.092493,19.2112,26.2179,0.376153,30.407354,yes,DP,30
0.674609,4.230196,23.7779,34.8283,0.448079,44.953177,yes,DP,30
0.637457,4.408083,36.4277,53.2643,0.569763,83.691691,yes,DP,30
0.637187,4.406139,36.4916,53.3065,0.571725,73.69121,yes,DP,30
0.646348,4.362842,33.7065,47.4116,0.541262,70.229901,yes,DP,30
0.647516,4.36007,33.5012,47.5479,0.538778,64.013483,yes,DP,30
0.649551,4.346534,32.817,46.4923,0.530279,70.138807,yes,DP,30
0.649277,4.345527,32.9486,46.5459,0.532494,65.096105,yes,DP,30
0.633988,4.419035,37.68,55.023,0.58203,84.254138,yes,DP,30
0.63434,4.420746,37.9831,55.573,0.581515,77.280605,yes,DP,30
0.642083,4.385246,35.0103,50.5645,0.555885,77.912535,yes,DP,30
0.642069,4.379381,34.89,50.2137,0.555314,68.036835,yes,DP,30
0.656411,4.311645,31.2325,42.4385,0.510257,61.93527,yes,DP,30
0.656575,4.311807,31.0722,42.3994,0.509323,58.449821,yes,DP,30
0.626934,4.446811,40.3157,61.5862,0.607535,90.118285,yes,DP,30
0.62692,4.454766,40.5901,61.6695,0.608463,76.659322,yes,DP,30
0.782142,3.661442,10.6691,14.449,0.186797,29.61927,yes,PI,30
0.770754,3.697652,10.4447,14.9377,0.190987,30.670307,yes,PI,30
0.756811,3.75227,10.6365,15.4257,0.195808,31.340224,yes,PI,30
0.772857,3.699394,10.5177,14.9744,0.190184,30.272611,yes,PI,30
0.752867,3.768061,10.8476,15.9127,0.19847,29.88652,yes,PI,30
0.741978,3.807324,10.8216,16.7081,0.201215,29.101527,yes,PI,30
0.764019,3.727655,10.7772,15.189,0.193966,31.18969,yes,PI,30
0.754449,3.77492,12.8422,16.9953,0.270734,30.77088,yes,PO,30
0.711679,3.959513,14.5969,21.5629,0.316141,40.326962,yes,PO,30
0.741381,3.831876,13.2467,18.2464,0.282658,33.297548,yes,PO,30
0.722776,3.914705,14.08,19.8869,0.302259,35.797034,yes,PO,30
0.726697,3.895857,13.8843,19.7792,0.297405,35.693363,yes,PO,30
0.745778,3.810053,13.2256,17.6925,0.278914,32.364554,yes,PO,30
0.734541,3.858254,13.4961,18.8775,0.290436,34.837291,yes,PO,30
0.628655,4.458401,40.1791,60.3281,0.601609,98.915172,yes,DP,30
0.628765,4.454441,40.1917,59.3664,0.601755,83.908078,yes,DP,30
0.636503,4.435638,37.8471,54.0483,0.57423,85.502791,yes,DP,30
0.636678,4.430877,37.4088,54.0964,0.572642,74.350604,yes,DP,30
0.638139,4.424144,37.1649,53.0176,0.567876,84.490566,yes,DP,30
0.638245,4.428854,37.1707,53.1732,0.567796,75.726804,yes,DP,30
0.626418,4.46879,41.2097,62.6694,0.610629,93.313285,yes,DP,30
0.626381,4.465829,41.6218,62.4803,0.609284,83.575955,yes,DP,30
0.632107,4.451373,39.4532,57.3547,0.589761,91.211531,yes,DP,30
0.63274,4.440848,38.8977,57.8012,0.586796,80.097895,yes,DP,30
0.642789,4.408408,35.7467,49.7478,0.552216,76.978215,yes,DP,30
0.643968,4.407981,35.5303,49.8571,0.549874,72.108482,yes,DP,30
0.619953,4.491814,44.254,69.2462,0.635599,100.723764,yes,DP,30
0.61912,4.496066,44.8568,70.012,0.638359,78.320331,yes,DP,30
0.647176,4.329752,32.6546,46.716,0.537201,67.749619,yes,DP,30
0.646891,4.331824,32.8273,46.7947,0.536967,61.897784,yes,DP,30
0.660531,4.26663,29.1155,40.4137,0.497853,52.352523,yes,DP,30
0.660667,4.260935,28.9952,40.7402,0.497198,52.885784,yes,DP,30
0.6627,4.250127,28.7667,39.6006,0.491884,50.884261,yes,DP,30
0.663826,4.250331,28.704,38.7295,0.488002,49.72745,yes,DP,30
0.643929,4.344654,33.5135,48.9223,0.546325,69.375005,yes,DP,30
0.643893,4.35142,33.3519,49.1895,0.546968,65.336681,yes,DP,30
0.652985,4.302039,30.9471,44.1983,0.519846,59.975545,yes,DP,30
0.652803,4.304026,31.2329,43.2484,0.518754,56.377364,yes,DP,30
0.674011,4.194594,26.7963,35.5366,0.461809,44.643409,yes,DP,30
0.673908,4.190309,26.6717,35.707,0.460928,43.699287,yes,DP,30
0.634314,4.397286,36.7671,54.45,0.578118,80.394263,yes,DP,30
0.634609,4.393524,36.5003,54.1457,0.578735,68.011875,yes,DP,30
0.798962,3.567998,8.21371,12.3938,0.08668,23.146276,yes,DI,30
0.816993,3.502871,8.28349,11.7197,0.080768,24.528375,yes,DI,30
0.77996,3.633739,8.31557,13.2455,0.092761,22.522039,yes,DI,30
0.825715,3.482754,8.13385,11.315,0.078201,22.733695,yes,DI,30
0.793096,3.583382,8.3627,12.676,0.088252,23.308783,yes,DI,30
0.814749,3.510428,8.09335,11.5833,0.082881,24.111624,yes,DI,30
0.805789,3.541875,8.14085,12.2092,0.084039,21.951573,yes,DI,30
0.736278,3.845404,11.7571,17.6093,0.248823,44.243702,yes,DO,30
0.747836,3.820702,11.5827,16.7239,0.239513,45.000686,yes,DO,30
0.744178,3.822798,11.484,16.9434,0.2431,44.413674,yes,DO,30
0.728285,3.869012,11.9285,18.6278,0.255861,44.270722,yes,DO,30
0.738228,3.843081,11.6304,17.8319,0.248574,42.870363,yes,DO,30
0.750616,3.819341,11.5248,16.6011,0.237383,45.496735,yes,DO,30
0.756126,3.806556,11.4404,16.0071,0.233019,43.747011,yes,DO,30
0.825719,3.51317,9.74454,11.7865,0.197824,13.314922,yes,PO,30
0.763708,3.754229,10.3404,14.6227,0.223257,16.138601,yes,PO,30
0.80605,3.581312,10.0302,12.4926,0.206299,14.15507,yes,PO,30
0.77974,3.683722,10.0146,13.7098,0.215903,14.956484,yes,PO,30
0.785347,3.665587,10.1706,13.3919,0.215069,15.202623,yes,PO,30
0.812225,3.567238,9.81935,12.3131,0.204032,14.132443,yes,PO,30
0.795957,3.617991,9.80291,12.9498,0.211387,14.972911,yes,PO,30
0.788985,3.614018,8.41653,12.9601,0.091904,25.500137,yes,DI,30
0.805169,3.569502,8.31823,12.2758,0.085181,26.609256,yes,DI,30
0.772371,3.666105,8.36897,13.7612,0.098263,24.161026,yes,DI,30
0.813897,3.552745,8.52028,11.8594,0.081574,26.509602,yes,DI,30
0.783728,3.627785,8.43172,13.329,0.093318,24.488736,yes,DI,30
0.802253,3.571985,8.31564,12.1562,0.086244,26.751702,yes,DI,30
0.795722,3.595409,8.34285,12.6625,0.089282,27.077601,yes,DI,30
0.633284,4.432094,38.4499,56.6619,0.585202,88.794033,yes,DP,30
0.632785,4.434307,38.5121,56.5074,0.586635,80.878434,yes,DP,30
0.641222,4.395827,35.5309,50.5895,0.557164,79.015042,yes,DP,30
0.642422,4.390812,35.3987,50.5686,0.553725,70.434605,yes,DP,30
0.643729,4.389569,35.1843,49.2357,0.550007,78.302588,yes,DP,30
0.644127,4.385568,35.0583,49.2819,0.548312,70.907926,yes,DP,30
0.631039,4.446723,38.9799,57.9833,0.593546,93.018926,yes,DP,30
0.63154,4.442174,38.9138,58.5416,0.590697,80.007203,yes,DP,30
0.63756,4.410394,36.9119,53.3173,0.570775,83.771473,yes,DP,30
0.638024,4.42102,36.5737,53.5572,0.569659,73.987699,yes,DP,30
0.649446,4.367266,33.8377,45.8836,0.53213,71.244293,yes,DP,30
0.649862,4.3555,32.9728,46.619,0.529366,65.450203,yes,DP,30
0.623634,4.46665,42.4651,64.0159,0.619842,92.91501,yes,DP,30
0.623735,4.469012,42.0515,64.5681,0.619179,83.489927,yes,DP,30
0.759534,3.856609,11.855,16.1795,0.255589,27.063481,yes,PO,30
0.729772,3.932953,12.5994,18.8647,0.281808,30.218517,yes,PO,30
0.75167,3.877611,12.1,17.1286,0.263016,28.746838,yes,PO,30
0.737952,3.901436,12.4131,18.1686,0.275006,30.180515,yes,PO,30
0.740927,3.899041,12.4195,17.7192,0.271908,29.161147,yes,PO,30
0.754906,3.869468,12.0078,16.2716,0.258244,28.886951,yes,PO,30
0.747271,3.88053,12.2472,17.2407,0.265969,28.8651,yes,PO,30
0.735813,3.876104,14.146,19.3734,0.29482,39.656321,yes,PO,30
0.701121,4.01782,15.6432,23.8667,0.336918,46.469007,yes,PO,30
0.724717,3.914393,14.3665,20.522,0.306705,42.168789,yes,PO,30
0.710076,3.985394,15.0414,22.1919,0.325702,45.020853,yes,PO,30
0.714256,3.968874,14.8546,21.5441,0.31916,45.435286,yes,PO,30
0.727711,3.90159,14.298,20.0101,0.303357,40.266174,yes,PO,30
0.720256,3.936554,14.4623,20.4163,0.31169,43.486871,yes,PO,30
0.644164,4.355643,33.7445,49.3899,0.546181,68.753571,yes,DP,30
0.644093,4.357337,33.6579,49.095,0.547698,66.521765,yes,DP,30
0.656397,4.292842,30.3786,42.1371,0.508971,57.907433,yes,DP,30
0.65672,4.297061,30.4857,42.3826,0.510926,55.726577,yes,DP,30
0.659748,4.28287,29.8126,41.0787,0.499452,54.317462,yes,DP,30
0.641412,4.365928,34.1888,50.0639,0.555392,71.950873,yes,DP,30
0.641368,4.371723,34.269,50.2296,0.55598,65.6689,yes,DP,30
0.650309,4.324422,32.1242,45.9108,0.527649,63.388485,yes,DP,30
0.650071,4.329335,32.0022,45.2499,0.528951,61.974412,yes,DP,30
0.668671,4.23323,27.7177,37.375,0.476072,49.297214,yes,DP,30
0.668783,4.231929,28.0361,37.2968,0.475095,48.993853,yes,DP,30
0.632944,4.410561,37.5533,56.5801,0.584982,81.595082,yes,DP,30
0.632489,4.412766,37.5522,56.2825,0.585612,72.212583,yes,DP,30
0.692073,4.148316,20.784,29.6404,0.408072,35.133674,yes,DP,30
0.705564,4.084122,19.3907,26.3097,0.381732,29.556073,yes,DP,30
0.70956,4.069973,19.0243,25.8333,0.374681,29.11956,yes,DP,30
0.689667,4.159679,21.3182,30.2157,0.41135,35.203868,yes,DP,30
0.699695,4.119409,20.0871,27.7186,0.392474,32.432519,yes,DP,30
0.719724,4.027683,18.1135,24.0229,0.356716,26.172667,yes,DP,30
0.679403,4.20395,22.5408,33.4824,0.435549,40.168101,yes,DP,30
0.761545,3.719309,10.7278,15.2744,0.217158,29.957125,yes,DO,30
0.781389,3.63592,10.6082,14.1263,0.207995,29.340172,yes,DO,30
0.773709,3.672084,10.4366,14.4851,0.211,29.653427,yes,DO,30
0.748979,3.76835,10.7959,16.2993,0.22506,29.282164,yes,DO,30
0.766385,3.696901,10.505,14.787,0.216392,28.786485,yes,DO,30
0.784925,3.627743,10.4034,13.9674,0.206188,28.856628,yes,DO,30
0.79576,3.587439,10.3924,13.3592,0.199577,27.461797,yes,DO,30
0.83166,3.420073,7.58065,10.3098,0.067529,13.206208,yes,DI,30
0.861988,3.306322,7.60076,9.56239,0.061447,15.055874,yes,DI,30
0.802911,3.524985,7.37723,11.1141,0.072159,12.207033,yes,DI,30
0.875542,3.263505,7.43449,9.51719,0.059333,14.96894,yes,DI,30
0.824714,3.447329,7.37034,10.5151,0.068229,13.005768,yes,DI,30
0.857783,3.323253,7.50692,9.75827,0.062669,14.468451,yes,DI,30
0.84502,3.367435,7.46734,9.95718,0.064997,14.058009,yes,DI,30
0.726876,3.934995,14.5931,19.8259,0.306294,43.018792,yes,PO,30
0.696018,4.041859,16.2377,24.6274,0.349647,51.590446,yes,PO,30
0.717524,3.96027,14.9127,21.2486,0.317383,46.132458,yes,PO,30
0.704678,4.01138,15.5527,23.2221,0.335125,49.656521,yes,PO,30
0.707152,3.998146,15.4774,22.8263,0.333533,47.026631,yes,PO,30
0.720195,3.956568,14.7458,20.7722,0.313934,44.111777,yes,PO,30
0.712475,3.982705,14.9783,21.9166,0.325316,46.74656,yes,PO,30
0.834077,3.401091,7.20082,9.92854,0.063614,11.902084,yes,DI,30
0.86831,3.276674,7.32741,9.32512,0.058354,13.288586,yes,DI,30
0.804575,3.516332,7.32601,10.6322,0.068218,11.193327,yes,DI,30
0.886987,3.219656,7.32503,8.95466,0.055801,13.265579,yes,DI,30
0.824721,3.43709,7.208,10.1766,0.063658,10.587734,yes,DI,30
0.863079,3.294725,7.18259,9.43767,0.059528,13.466263,yes,DI,30
0.849584,3.343139,7.28463,9.81689,0.062678,12.987548,yes,DI,30
0.749532,3.781382,11.1099,16.4944,0.234097,36.652668,yes,DO,30
0.765018,3.722902,11.0212,15.3309,0.221067,35.822155,yes,DO,30
0.758516,3.74486,11.0861,15.9363,0.226623,34.966265,yes,DO,30
0.739164,3.821141,11.4672,17.1118,0.24072,36.779045,yes,DO,30
0.752711,3.769156,11.1386,16.2851,0.233384,38.000767,yes,DO,30
0.768171,3.71545,10.8048,14.9672,0.221003,34.610138,yes,DO,30
0.776,3.689065,10.9832,14.4241,0.214113,34.544577,yes,DO,30
0.691364,4.057812,16.9194,25.4449,0.359995,58.506133,yes,PO,30
0.708861,4.014163,15.9303,22.6853,0.331105,51.074741,yes,PO,30
0.698097,4.040438,16.3567,24.6125,0.348157,58.022912,yes,PO,30
0.701095,4.035828,15.827,23.7381,0.343416,56.879271,yes,PO,30
0.711528,4.007355,15.2893,22.182,0.326196,48.975202,yes,PO,30
0.704918,4.026726,15.6201,22.9774,0.33737,51.803092,yes,PO,30
0.772235,3.786558,11.4371,14.8313,0.241394,23.318407,yes,PO,30
0.737386,3.894338,12.2284,17.9426,0.270726,27.161486,yes,PO,30
0.761522,3.812797,11.646,16.019,0.250081,25.223288,yes,PO,30
0.745595,3.86171,11.9358,17.0753,0.263636,26.421717,yes,PO,30
0.750603,3.851921,11.9183,16.6512,0.258931,25.489831,yes,PO,30
0.76508,3.801253,11.7312,15.5156,0.248298,24.001946,yes,PO,30
