APL,thickness,bending,tilt,zorder,compress
0.598919142,0.368880146,0.08964028,0.045569396,0.218359758,0.078808677
0.744279345,0.240479743,0.075531983,0.025155776,0.180240233,0.022496379
0.780564967,0.209288187,0.074029261,0.022528634,0.173160877,0.021174662
0.728812598,0.248425282,0.077024799,0.026753234,0.184663307,0.024074932
0.628460174,0.333930162,0.082130267,0.036816177,0.207182993,0.027325815
0.669020696,0.299913149,0.078342906,0.031509867,0.196695222,0.024683693
0.707751062,0.266542615,0.076654531,0.027334127,0.186207451,0.024000943
0.681654897,0.290535865,0.077792976,0.029659965,0.193016527,0.024476275
0.737911218,0.233959179,0.064670143,0.025573802,0.053465921,0.047670355
0.754677443,0.225561932,0.064441591,0.024120211,0.049738044,0.049054742
0.667934396,0.275103267,0.067289421,0.033027701,0.068405789,0.047759506
0.712679104,0.246905552,0.064759295,0.027341366,0.058331636,0.044829736
0.731497734,0.238012549,0.064334226,0.026113074,0.054512926,0.049119173
0.691157194,0.258230897,0.066386318,0.030790083,0.063413907,0.04597902
0.699255691,0.253257326,0.064754502,0.028775052,0.061608787,0.045879583
0.35878543,0.653933216,0.254440391,0.176748235,0.544321411,0.09612463
0.198969942,0.866857226,0.658403409,0.673351318,0.886964026,0.303619412
0.36689073,0.645059546,0.248409852,0.167441719,0.531486409,0.091072982
0.375451869,0.63422366,0.240301497,0.175751124,0.524103541,0.011593152
0.388004427,0.62169899,0.224185443,0.147102295,0.498352673,0.085412674
0.191626639,0.868979525,0.696729165,0.680408906,0.900582178,0.393457437
0.346332658,0.667340804,0.267477666,0.194428849,0.56585413,0.098862705
0.183385267,0.873259985,0.749122716,0.671469295,0.913254347,0.494220004
0.294820681,0.733082147,0.347318197,0.348468843,0.672043366,0.006897401
0.174805985,0.876636982,0.793490993,0.798903993,0.927598047,0.582934052
0.184033873,0.871371269,0.763885513,0.783526595,0.911434384,0.06753989
0.18227402,0.878144833,0.746431381,0.698912453,0.915932783,0.491933515
0.271849614,0.765424651,0.392296798,0.441432654,0.721171285,0.005397651
0.612925392,0.388627003,0.091809964,0.043862002,0.234975365,0.046677722
0.631313131,0.379737361,0.089458941,0.040556246,0.228063273,0.04406875
0.608024565,0.389734652,0.09155513,0.042907418,0.238965326,0.04736791
0.55530836,0.42158777,0.100515062,0.055627363,0.261737569,0.052568891
0.574548811,0.410538581,0.096033498,0.050381675,0.253107423,0.050895534
0.595685186,0.395739979,0.093571434,0.044887615,0.243872469,0.049082573
0.582327541,0.40376353,0.09555179,0.048363477,0.249386635,0.049263088
0.560320311,0.400926937,0.106366658,0.05444205,0.274840637,0.062898657
0.579420156,0.387686901,0.103347793,0.050503826,0.262898446,0.061930025
0.551430334,0.408714026,0.107078435,0.057499433,0.278503824,0.06564435
0.489669937,0.468573814,0.1194271,0.073886609,0.319341663,0.074018019
0.514421267,0.446552989,0.112302932,0.065718356,0.301982785,0.07304749
0.535185714,0.424345433,0.110056558,0.060478097,0.289514433,0.068415
0.521433464,0.434577643,0.112529007,0.064758796,0.297771282,0.069623555
0.401788428,0.588070677,0.208002286,0.135335577,0.477761506,0.076353141
0.403951958,0.58531984,0.20885626,0.132716579,0.475508429,0.074582463
0.413116345,0.574629497,0.201565131,0.127333811,0.462780874,0.070026498
0.413783094,0.572135428,0.200392416,0.125581629,0.462373238,0.067912011
0.442709538,0.539403317,0.184373822,0.111329374,0.428696726,0.061665935
0.445410549,0.537089325,0.182972634,0.107218329,0.424486331,0.06148413
0.383185243,0.607785116,0.224068012,0.151991936,0.505464153,0.084883944
0.384126401,0.609227138,0.223325878,0.147800815,0.502176478,0.082971245
0.36253192,0.632617212,0.244522635,0.167758859,0.536401305,0.093243704
0.364010559,0.634402535,0.245069849,0.170533938,0.534535927,0.08865047
0.219421426,0.815818692,0.529343967,0.537868256,0.833306693,0.005801003
0.248452191,0.785345402,0.441738588,0.545979957,0.77125294,0.004929075
0.353192908,0.643993321,0.252872243,0.18377732,0.54931274,0.097368072
0.35291623,0.645377144,0.254195942,0.182444522,0.550585495,0.093125042
0.519054487,0.479936879,0.135203641,0.075164213,0.342543697,0.040167345
0.52835041,0.473162151,0.13237091,0.071895103,0.335762314,0.039119229
0.554369469,0.44063955,0.125942542,0.063830904,0.31503379,0.038156215
0.499369537,0.499208207,0.142063389,0.083247866,0.359044102,0.046250623
0.479194731,0.517428037,0.151413161,0.089218313,0.376838309,0.049883488
0.439802153,0.560075317,0.168539763,0.109244671,0.417344943,0.058549111
0.46932731,0.528794861,0.153925552,0.092433135,0.386546254,0.051144718
0.699951922,0.256375441,0.081742823,0.030947069,0.174991917,0.047255241
0.649417389,0.298748391,0.082494543,0.037792025,0.190147565,0.051167832
0.631097685,0.315298151,0.083751139,0.039834201,0.195844503,0.051092848
0.66723363,0.284296671,0.081225965,0.035547169,0.183258735,0.049665266
0.623511723,0.323416392,0.085456689,0.040023308,0.197932531,0.053995491
